customer_id,churn,age,gender,marital_status,education_level,dependent_count,occupation_type,annual_income,income_band,income_category,city_tier,region,customer_segment,tenure_months,onboarding_channel,relationship_type,number_of_products,primary_account_type,card_category,customer_lifetime_value,loyalty_program_member,referral_count,last_contacted_days,relationship_manager_assigned,avg_monthly_balance,current_balance,balance_decline_percentage,monthly_transaction_count,monthly_transaction_value,cash_withdrawal_count,upi_transaction_count,debit_card_transaction_count,net_banking_transaction_count,account_inactive_days,total_trans_amt,total_trans_count,total_amt_chng_q4_q1,total_ct_chng_q4_q1,avg_open_to_buy,total_revolving_bal,savings_account_flag,current_account_flag,credit_card_flag,personal_loan_flag,home_loan_flag,auto_loan_flag,fixed_deposit_flag,investment_product_flag,insurance_product_flag,demat_account_flag,credit_card_limit,credit_card_spend,credit_utilization_ratio,minimum_due_paid_flag,late_credit_card_payment_count,loan_outstanding_amount,emi_amount,emi_payment_delay_count,loan_default_risk_score,prepayment_flag,mobile_app_login_count,website_login_count,digital_transaction_ratio,last_login_days,failed_login_count,app_rating_given,paperless_statement_enabled,digital_service_usage_score,mobile_banking_active_flag,email_open_rate,total_complaints,complaint_resolution_time,unresolved_complaint_count,branch_visit_count,call_center_interaction_count,relationship_manager_interaction_count,service_request_count,escalation_count,satisfaction_score,nps_score,campaign_received_count,campaign_response_count,cross_sell_offer_count,upsell_offer_count,retention_offer_received,retention_offer_accepted,last_campaign_response_days,discount_or_fee_waiver_received,competitor_bank_offer_awareness,customer_feedback_sentiment,monthly_income_estimate,credit_utilization_3m_avg,credit_utilization_6m_avg,avg_quarterly_balance,total_digital_logins,debt_to_income_ratio,digital_engagement_index,competitor_bank_offer_awareness_ord,customer_feedback_sentiment_ord,income_band_ord,gender_enc,marital_status_enc,occupation_type_enc,region_enc,customer_segment_enc,onboarding_channel_enc,relationship_type_enc,primary_account_type_enc,income_category_enc,customer_stability_index,complaint_severity_score,relationship_strength_score,silent_churn_risk,financial_stress_score,churn_probability,risk_level,revenue_at_risk,risk_tier,persona_cluster,persona_name,retention_strategy
134134,0,53,Male,Unknown,Graduate,3,Salaried,49027,Lower-Middle,$40K - $60K,Tier 2,Central,Affluent,48,DSA,Premium,2,Salary,Blue,12682.96,1,2,63,0,18434.0,24225.0,-13.13,6,647.17,9,9,11,7,88,7766,82,0.718,0.745,12630.0,1997,1,0,1,0,1,0,0,0,0,1,14627,3135.0,0.137,1,2,84120.0,3010.0,1,1.0,0,28,5,0.75,29,4,,0,54.3,1,0.934,1,1,0,7,2,0,3,0,3.6,68,3,0,0,2,0,0,8,0,Medium,Neutral,3971,0.151,0.307,53742.0,33,0.7367,49.3,2,1,1,1,3,3,0,0,1,3,2,1,55.59,0.6,18.896186964147905,1470.3000000000002,0.7367,6.552266e-05,Low Risk,0.8310212925670202,Low,2,High Value,Routine loyalty engagement and digital experience optimization
134135,0,53,Male,Single,Graduate,5,Homemaker,139579,High,$120K +,Tier 1,East,HNI,36,Online,Multi-Product,2,Current,Gold,31151.87,0,5,32,1,14752.0,17418.0,-2.17,10,1274.17,9,18,11,6,142,15290,123,0.822,0.732,32428.0,2088,1,0,1,1,0,0,0,1,1,1,34516,6664.0,0.06,1,0,79042.0,2474.0,0,24.6,1,17,12,0.795,17,0,,0,49.3,1,0.388,0,0,0,0,1,4,4,0,3.1,-2,6,1,0,3,1,1,23,0,Low,Positive,11268,0.033,0.032,43113.0,29,0.2127,39.3,1,2,4,1,2,1,1,1,3,2,0,0,44.78999999999999,0.0,20.693323309605812,1031.9,0.0,0.00014205113,Low Risk,4.425158188528876,Low,1,Silent Risk,Routine loyalty engagement and digital experience optimization
134136,0,42,Male,Married,Graduate,3,Self-Employed,49584,Lower-Middle,$40K - $60K,Tier 1,Central,Affluent,36,Online,Savings Only,3,Savings,Gold,7730.29,1,2,23,0,3735.0,3875.0,-5.07,10,1236.67,5,18,2,6,66,14840,125,0.712,0.761,22582.0,1399,1,0,1,0,0,0,1,1,1,0,23981,11727.0,0.058,0,0,0.0,0.0,0,38.5,0,17,9,0.839,18,0,4.4,1,59.9,1,0.523,0,0,0,2,5,0,3,0,2.5,48,8,2,3,2,0,0,50,0,Not Aware,Neutral,4083,0.028,0.102,11517.0,26,0.0,59.0,0,1,1,1,1,4,0,0,3,4,3,1,47.1,0.0,26.859093029805038,738.0,0.0,0.00021378703,Low Risk,1.6526357587509846,Low,2,High Value,Routine loyalty engagement and digital experience optimization
134137,0,49,Male,Single,Graduate,1,Business Owner,98015,Upper-Middle,$80K - $120K,Tier 1,South,HNI,36,Branch,Savings Only,6,Current,Blue,19530.51,1,4,9,1,5908.0,6628.0,-4.64,1,102.92,6,17,11,11,89,1235,18,1.826,1.571,17991.0,895,0,1,1,0,0,0,1,0,0,1,18886,582.0,0.047,1,1,0.0,0.0,0,7.7,0,21,7,0.867,15,2,,1,62.5,1,0.842,1,1,0,3,2,5,1,0,2.8,7,2,0,3,1,0,0,1,0,Low,Neutral,8523,0.025,0.236,17099.0,28,0.0,59.4,1,1,3,1,2,0,3,1,0,4,0,3,49.019999999999996,0.6,59.27870602698124,609.0,0.0,1.5683656e-05,Low Risk,0.3063097978925907,Low,1,Silent Risk,Routine loyalty engagement and digital experience optimization
134138,0,34,Male,Married,High School,3,Salaried,91177,Upper-Middle,$120K +,Tier 3,West,Affluent,25,Mobile App,Multi-Product,3,Salary,Blue,9556.02,1,3,12,1,8727.0,9252.0,-14.16,3,155.83,11,22,5,6,71,1870,45,0.926,0.667,21442.0,2517,1,1,1,1,0,0,1,0,0,0,23959,769.0,0.105,1,1,37118.0,1448.0,0,19.9,0,17,8,0.75,36,1,4.9,1,59.0,1,0.439,1,1,0,3,4,4,3,0,3.3,17,1,0,1,2,0,0,71,0,Low,Positive,5243,0.096,0.183,24416.0,25,0.1906,52.2,1,2,3,1,1,3,4,0,2,2,2,0,45.46,0.6,27.495093725912717,1720.8,0.0,7.401509e-05,Low Risk,0.7072897143599403,Low,1,Silent Risk,Routine loyalty engagement and digital experience optimization
134139,0,43,Female,Married,Graduate,2,Student,18000,Low,Unknown,Tier 3,South,Mass,34,Online,Savings Only,6,Savings,Blue,4994.56,0,0,133,0,19929.0,27591.0,-14.42,6,354.08,5,17,14,6,50,4249,75,0.733,0.5,6428.0,782,1,0,1,1,1,0,1,0,1,1,7210,2900.0,0.108,1,1,106150.0,3313.0,0,32.6,1,22,9,0.881,18,1,4.7,0,55.7,1,0.417,3,1,0,2,4,0,3,0,3.7,86,5,1,2,1,1,1,5,0,Low,Positive,1045,0.137,0.192,62424.0,31,2.2087,50.8,1,2,0,0,1,5,3,2,3,4,3,5,51.04,1.7999999999999998,51.09782878146403,885.6,0.0,0.00024325233,Low Risk,1.2149383695051075,Low,0,Digitally Loyal,Routine loyalty engagement and digital experience optimization
134140,0,53,Male,Single,Post-Graduate,2,Salaried,192154,High,$120K +,Tier 2,South,Affluent,36,Mobile App,Multi-Product,6,Savings,Blue,57230.81,1,1,24,1,7421.0,7274.0,-1.55,1,85.17,5,12,8,4,43,1022,21,0.828,1.1,33585.0,931,1,0,1,0,1,0,0,0,1,0,34516,726.0,0.027,1,3,86738.0,3340.0,0,35.8,0,25,14,0.828,17,1,4.4,1,63.7,1,0.294,1,1,0,3,2,3,2,0,4.8,75,3,0,1,3,0,0,39,0,High,Positive,20362,0.0,0.21,21784.0,39,0.2086,58.9,3,2,4,1,2,3,3,0,2,2,3,0,60.87,0.6,65.72919085003326,698.7,0.0,0.00030468157,Low Risk,17.437172991950938,Low,1,Silent Risk,Routine loyalty engagement and digital experience optimization
134141,0,33,Male,Married,High School,3,Self-Employed,92271,Upper-Middle,$80K - $120K,Tier 1,Central,Affluent,22,DSA,Savings Only,5,Savings,Blue,18189.13,1,1,6,1,9490.0,12506.0,3.66,6,350.25,4,37,11,7,107,4203,76,0.631,0.727,9094.0,0,1,0,1,0,0,1,0,0,1,0,9094,3100.0,0.0,1,3,46724.0,2127.0,1,18.9,0,25,11,0.932,35,1,1.6,1,66.7,1,0.389,2,1,0,4,2,6,2,0,4.0,50,5,1,2,1,0,0,63,0,Medium,Neutral,7387,0.098,0.131,27286.0,36,0.2766,64.4,2,1,3,1,1,4,0,0,1,4,3,3,52.120000000000005,1.2,49.043172091352886,1245.9999999999998,0.2766,5.134669e-05,Low Risk,0.9339516409390126,Low,1,Silent Risk,Routine loyalty engagement and digital experience optimization
134142,0,47,Female,Divorced,Unknown,4,Salaried,39803,Lower-Middle,$40K - $60K,Tier 2,South,Mass,34,Online,Savings Only,6,NRE/NRO,Blue,13050.84,1,1,9,1,30128.0,37076.0,6.17,2,151.17,4,13,5,7,37,1814,31,2.023,0.722,1651.0,1851,1,1,1,0,0,0,0,0,1,0,3502,1217.0,0.529,1,0,0.0,0.0,0,1.0,0,12,12,0.862,4,1,,0,46.0,1,0.704,0,0,0,3,2,3,0,0,3.6,29,7,0,5,1,0,0,1,0,Medium,Positive,2343,0.488,0.453,92142.0,24,0.0,35.8,2,2,1,0,0,3,3,2,3,4,1,1,45.94,0.0,56.860106393882376,256.8,0.0,0.0001220045,Low Risk,1.5922612278783346,Low,0,Digitally Loyal,Routine loyalty engagement and digital experience optimization
134143,0,31,Male,Single,Post-Graduate,1,Salaried,58061,Middle,$40K - $60K,Tier 3,Central,Mass,20,Referral,Premium,5,Savings,Blue,8188.44,0,2,61,0,31264.0,30581.0,-1.72,6,213.83,7,13,6,6,119,2566,74,0.855,0.762,13734.0,0,1,0,1,1,0,0,0,0,1,0,13734,1970.0,0.0,1,1,66518.0,2828.0,0,13.3,1,20,10,0.781,15,0,,0,49.4,1,0.523,4,2,0,3,3,0,1,0,4.4,86,2,0,6,0,0,0,31,0,Not Aware,Negative,5962,0.066,0.088,94274.0,30,0.5845,48.2,0,0,2,1,2,3,0,2,4,3,3,1,48.86,2.4,45.05300399220495,777.0,0.0,8.0867554e-05,Low Risk,0.6621791143761947,Low,2,High Value,Routine loyalty engagement and digital experience optimization
134144,0,27,Male,Single,Graduate,0,Salaried,30319,Lower-Middle,Less than $40K,Tier 2,South,Affluent,13,Online,Savings Only,2,Savings,Blue,3364.57,0,0,10,0,16606.0,18763.0,1.52,10,1304.67,4,21,10,9,78,15656,124,0.812,0.746,1165.0,2420,1,0,1,0,0,0,0,0,1,1,3585,3764.0,0.675,0,3,0.0,0.0,0,25.3,0,21,15,0.909,11,1,5.0,1,62.8,1,0.455,1,2,0,4,4,0,0,0,5.0,41,4,1,2,2,1,0,3,1,Low,Positive,2632,0.521,0.612,51170.0,36,0.0,62.7,1,2,1,1,2,3,3,0,3,4,3,4,54.01,0.6,16.242705237042696,410.29999999999995,0.0,0.00060063374,Low Risk,2.020874246787862,Low,0,Digitally Loyal,Routine loyalty engagement and digital experience optimization
134145,1,49,Female,Single,Uneducated,3,Homemaker,54230,Middle,$40K - $60K,Tier 3,North,Affluent,38,Online,Multi-Product,1,Savings,Blue,5632.61,0,1,1,0,9541.0,7153.0,7.29,4,198.83,3,9,6,2,74,2386,49,0.751,0.485,372.0,2283,1,1,1,0,0,1,0,0,1,0,2655,1460.0,0.86,1,2,10511.0,492.0,0,67.6,0,7,9,0.85,33,1,,1,53.7,1,0.104,5,1,2,0,3,0,2,1,2.8,-1,3,0,1,1,1,0,253,0,High,Negative,5070,0.793,0.713,27536.0,16,0.1089,49.9,3,0,2,0,2,1,2,0,3,2,3,1,46.97,4.5,8.636505723463115,1653.3,0.0,0.99975985,High Risk,5631.257344965338,High,3,Financially Stressed,Immediate relationship manager intervention with premium retention offer
134146,0,41,Male,Divorced,Uneducated,2,Self-Employed,107120,Upper-Middle,$120K +,Tier 2,East,HNI,29,Branch,Multi-Product,3,Savings,Blue,13297.18,1,1,8,1,7472.0,9599.0,-0.1,2,105.83,7,11,6,10,69,1270,33,0.954,0.833,15015.0,896,0,0,1,0,0,0,0,1,1,0,15911,640.0,0.056,1,0,0.0,0.0,0,30.3,0,16,6,0.794,13,1,4.5,1,58.1,1,0.409,0,0,0,4,2,2,3,0,2.4,62,7,1,3,1,0,0,4,0,Not Aware,Positive,6979,0.066,0.199,23402.0,22,0.0,54.1,0,2,3,1,0,4,1,1,0,2,3,0,42.230000000000004,0.0,28.48614738822254,596.6999999999999,0.0,0.00024830512,Low Risk,3.301757891569869,Low,1,Silent Risk,Routine loyalty engagement and digital experience optimization
134147,1,45,Female,Married,High School,3,Business Owner,41021,Lower-Middle,$40K - $60K,Tier 1,South,Mass,37,DSA,Multi-Product,4,Savings,Blue,9975.42,1,0,29,0,11791.0,14572.0,17.2,2,144.25,2,8,4,3,65,1731,32,0.532,0.28,3304.0,0,0,0,1,0,0,0,0,0,0,0,3304,1028.0,0.0,1,0,0.0,0.0,0,33.0,0,15,9,0.882,8,0,1.3,0,48.6,1,0.077,0,0,0,2,4,0,3,0,2.7,23,9,0,1,1,1,0,171,0,High,Negative,2535,0.0,0.134,34206.0,24,0.0,45.1,3,0,1,0,1,0,3,2,1,2,3,1,44.53,0.0,36.831918350064605,439.2,0.0,0.9997123,High Risk,9972.54995574832,High,3,Financially Stressed,Immediate relationship manager intervention with premium retention offer
134148,1,41,Female,Single,High School,4,Retired,25169,Low,Less than $40K,Tier 2,East,Mass,36,Branch,Multi-Product,6,Salary,Blue,3290.61,0,0,85,0,2676.0,2962.0,0.86,5,733.17,4,11,8,5,113,8798,67,0.978,0.675,4720.0,0,1,0,1,0,0,0,0,0,1,0,4720,4956.0,0.0,0,2,0.0,0.0,0,51.1,0,19,5,0.857,10,3,,1,60.0,1,0.125,1,13,0,2,3,0,3,0,2.5,45,1,0,3,0,1,0,173,0,Medium,Negative,1991,0.0,0.048,8484.0,24,0.0,60.0,2,0,0,0,2,2,1,2,0,2,2,4,47.4,0.6,48.594792514578934,400.0,0.0,0.999522,High Risk,3289.0369921660426,High,3,Financially Stressed,Immediate relationship manager intervention with premium retention offer
134149,1,54,Male,Single,College,1,Salaried,127112,High,$120K +,Tier 3,South,HNI,37,DSA,Investment,6,Current,Blue,13936.65,0,0,6,1,3970.0,3839.0,-4.41,3,186.58,2,8,4,4,62,2239,43,0.661,0.72,6573.0,2517,0,1,1,0,0,0,0,1,0,1,9090,1740.0,0.277,0,1,0.0,0.0,0,14.2,0,14,7,0.889,5,1,,0,48.7,1,0.232,2,5,0,1,3,1,0,0,1.8,44,2,0,3,2,0,0,33,1,Medium,Negative,9501,0.195,0.133,12581.0,21,0.0,42.4,2,0,4,1,2,3,3,1,1,0,0,0,38.32,1.2,57.2540945428584,288.0,0.0,0.9977976,High Risk,13905.956038767099,High,3,Financially Stressed,Immediate relationship manager intervention with premium retention offer
134150,0,47,Male,Married,Unknown,2,Self-Employed,95262,Upper-Middle,$80K - $120K,Tier 1,North,Affluent,36,Online,Multi-Product,6,Salary,Blue,31620.84,0,1,25,1,11610.0,13900.0,10.58,5,308.0,4,11,11,5,78,3696,71,0.683,0.614,669.0,1845,1,0,1,0,1,1,0,0,1,1,2514,1686.0,0.734,1,1,108518.0,3404.0,0,32.9,0,20,9,0.871,64,2,,1,61.7,1,0.387,1,3,0,4,1,7,0,0,3.8,90,2,0,2,0,0,0,15,0,Medium,Negative,7968,0.684,0.702,36648.0,29,0.4288,58.4,2,0,3,1,1,4,2,0,3,2,2,3,54.72,0.6,62.169619800532644,2662.4,0.0,8.0685e-05,Low Risk,2.5513274843984983,Low,2,High Value,Routine loyalty engagement and digital experience optimization
134151,1,47,Male,Single,College,3,Self-Employed,73221,Middle,$60K - $80K,Tier 3,North,Affluent,39,DSA,Lending,5,Savings,Blue,11777.76,0,0,16,1,4610.0,4805.0,21.69,4,394.92,4,13,4,4,113,4739,55,1.039,0.486,22599.0,0,0,0,1,0,1,0,0,0,0,0,22599,3015.0,0.0,0,3,269905.0,5744.0,2,39.5,0,17,4,0.84,25,2,,0,47.1,1,0.229,4,34,2,3,2,0,2,1,4.6,-3,3,0,1,1,0,0,199,0,High,Neutral,6668,0.011,0.031,13521.0,21,0.9414,41.6,3,1,2,1,2,4,2,0,1,1,3,2,55.68,3.9,46.87026594253564,1460.0,1.8828,0.99964786,High Risk,11773.612529640199,High,3,Financially Stressed,Immediate relationship manager intervention with premium retention offer
134152,0,38,Female,Married,Doctorate,4,Business Owner,24691,Low,Less than $40K,Tier 2,South,HNI,26,Online,Investment,4,Savings,Blue,5976.22,0,2,18,1,9056.0,8210.0,-0.55,4,176.17,6,16,12,8,78,2114,53,0.579,0.514,2600.0,1402,1,1,1,0,0,0,0,1,0,0,4002,1258.0,0.35,1,0,0.0,0.0,0,61.1,0,12,9,0.857,23,1,4.8,1,55.0,1,0.495,1,10,0,2,4,8,0,0,4.2,86,6,0,1,2,0,0,7,0,Low,Positive,1935,0.363,0.349,28025.0,21,0.0,55.1,1,2,0,0,1,0,3,1,3,0,3,4,52.129999999999995,0.6,34.782843423639825,1032.7,0.0,9.586783e-05,Low Risk,0.572927233139344,Low,0,Digitally Loyal,Routine loyalty engagement and digital experience optimization
134153,0,37,Female,Married,Graduate,4,Salaried,29477,Low,Less than $40K,Tier 3,South,Mass,31,DSA,Lending,5,Current,Blue,6642.18,1,4,25,0,28892.0,22733.0,0.05,3,167.75,10,18,8,3,75,2013,41,0.744,0.367,578.0,1180,1,1,1,0,0,0,0,0,1,1,1758,852.0,0.671,1,2,0.0,0.0,0,15.3,0,24,11,0.744,13,0,,1,59.6,1,0.263,0,0,0,1,3,0,2,0,2.4,43,7,0,2,2,0,0,39,0,Not Aware,Positive,2522,0.575,0.703,81163.0,35,0.0,59.8,0,2,0,0,1,3,3,2,1,1,0,4,44.739999999999995,0.0,44.00673021744814,522.6,0.0,0.00014394383,Low Risk,0.9561008599717753,Low,0,Digitally Loyal,Routine loyalty engagement and digital experience optimization
134154,0,40,Female,Married,Uneducated,3,Business Owner,38156,Lower-Middle,Less than $40K,Tier 2,West,Affluent,33,Branch,Savings Only,1,Savings,Blue,9760.15,0,1,10,0,8742.0,9130.0,-1.7,9,1209.33,7,12,6,11,42,14512,115,0.615,0.769,7721.0,991,1,0,1,0,0,0,0,1,0,0,8712,9148.0,0.114,0,1,0.0,0.0,0,35.4,0,26,13,0.806,22,1,,1,67.8,1,0.539,2,5,0,3,1,0,3,0,2.6,67,3,0,2,0,0,0,66,1,Low,Positive,3761,0.094,0.099,26384.0,39,0.0,58.5,1,2,1,0,1,0,4,0,0,4,3,4,46.35,1.2,9.186165500334832,913.0,0.0,0.00010227879,Low Risk,0.998256342161767,Low,0,Digitally Loyal,Routine loyalty engagement and digital experience optimization
134155,0,45,Male,Married,Graduate,2,Salaried,54156,Middle,$40K - $60K,Tier 1,West,Mass,36,Mobile App,Lending,2,Current,Blue,18922.13,0,0,34,0,8718.0,11456.0,-6.6,6,588.25,9,11,13,5,52,7059,82,0.684,0.577,1622.0,2113,0,0,1,0,0,0,1,0,0,0,3735,2991.0,0.566,0,1,0.0,0.0,0,1.0,0,24,10,0.763,13,1,4.1,0,51.6,1,0.6,2,8,0,5,3,0,0,0,3.9,-18,6,0,0,0,0,0,112,0,Not Aware,Positive,5053,0.544,0.455,26001.0,34,0.0,44.8,0,2,2,1,1,3,4,2,2,1,0,1,51.239999999999995,1.2,19.696280524654156,717.6,0.0,0.00017645366,Low Risk,3.3388790430092197,Low,2,High Value,Routine loyalty engagement and digital experience optimization
134156,0,35,Male,Single,Uneducated,3,Business Owner,18000,Low,Less than $40K,Tier 1,North,Mass,21,Mobile App,Lending,5,Savings,Blue,1919.97,1,0,25,0,7094.0,9839.0,13.7,8,1270.0,5,17,11,10,67,15240,102,0.619,0.729,4509.0,1595,0,0,1,1,0,0,1,0,0,0,6104,6409.0,0.261,0,0,32974.0,1146.0,0,4.3,0,18,16,0.884,15,3,3.1,1,62.2,1,0.773,1,1,0,3,1,0,3,0,3.5,37,5,0,4,2,0,0,6,0,Medium,Neutral,1230,0.286,0.157,20844.0,34,0.764,60.2,2,1,0,1,2,0,2,2,2,1,3,4,47.46,0.6,37.802927728901984,597.0,0.0,0.00044518913,Low Risk,0.8547497721895343,Low,0,Digitally Loyal,Routine loyalty engagement and digital experience optimization
134157,0,58,Female,Single,High School,2,Salaried,24093,Low,Less than $40K,Tier 3,West,Affluent,50,DSA,Lending,4,Savings,Blue,10260.25,0,0,8,0,10752.0,10963.0,-2.28,5,349.67,10,15,9,8,110,4196,71,0.917,1.088,620.3,818,1,0,1,0,0,1,0,0,0,0,1438,1510.0,0.569,1,0,21859.0,592.0,1,22.3,0,19,7,0.762,17,1,,0,48.5,1,0.451,0,0,0,3,4,0,1,0,4.1,-51,7,1,0,3,1,1,111,0,Medium,Neutral,1867,0.552,0.473,32456.0,26,0.2949,39.7,2,1,0,0,2,3,4,0,1,1,3,4,56.51,0.0,36.944519774649905,1025.1,0.2949,0.0005840406,Low Risk,5.9924025027576135,Low,0,Digitally Loyal,Routine loyalty engagement and digital experience optimization
134158,0,65,Male,Married,Graduate,0,Salaried,34960,Lower-Middle,Less than $40K,Tier 1,East,Mass,46,Branch,Lending,3,Current,Blue,15177.55,0,1,2,0,8030.0,6855.0,-1.32,4,197.67,9,13,5,8,73,2372,53,0.905,0.514,917.0,1499,1,0,1,0,0,1,0,0,1,1,2416,1357.0,0.62,1,2,63014.0,1397.0,1,52.9,0,21,10,0.743,6,2,,0,48.7,1,0.553,1,4,0,2,2,0,0,0,4.1,4,6,1,0,1,0,0,59,0,Low,Neutral,3278,0.582,0.502,23465.0,31,0.4795,38.5,1,1,1,1,1,3,1,2,0,1,0,4,54.55,0.6,28.88291557789694,369.0,0.4795,0.00040634317,Low Risk,6.167293775935832,Low,0,Digitally Loyal,Routine loyalty engagement and digital experience optimization
134159,0,51,Female,Married,High School,2,Salaried,24584,Low,Less than $40K,Tier 1,Central,Affluent,36,Branch,Investment,5,Current,Silver,7057.43,0,2,84,1,9541.0,8674.0,6.77,2,96.5,9,17,6,10,117,1158,26,0.736,0.857,8776.0,2485,1,1,1,0,1,0,0,0,1,0,11261,752.0,0.221,0,2,74524.0,2447.0,0,40.9,0,13,11,0.786,28,1,,1,56.3,1,0.227,1,1,0,1,0,7,2,0,5.0,57,2,0,2,1,0,0,24,0,Not Aware,Neutral,1923,0.243,0.352,27271.0,24,1.1944,48.9,0,1,0,0,1,3,0,0,0,0,0,4,59.07,0.6,44.30988963076939,1430.8,0.0,0.0006060665,Low Risk,4.27727182235627,Low,0,Digitally Loyal,Routine loyalty engagement and digital experience optimization
134160,0,53,Male,Married,Unknown,3,Salaried,88982,Upper-Middle,$80K - $120K,Tier 1,East,HNI,33,Branch,Multi-Product,3,Savings,Blue,22856.27,0,1,9,1,8561.0,9920.0,7.81,2,86.5,4,13,10,5,81,1038,25,0.977,2.571,942.0,1811,1,0,1,0,0,0,1,0,1,1,2753,613.0,0.658,1,2,0.0,0.0,0,16.9,0,19,12,0.875,34,0,4.7,1,62.3,1,0.43,0,0,0,7,3,10,1,0,2.2,-11,7,2,3,1,0,0,44,0,Low,Neutral,6773,0.587,0.609,26198.0,31,0.0,54.5,1,1,3,1,1,3,1,1,0,2,3,3,42.75,0.0,30.11107352293554,1547.0,0.0,6.0414677e-05,Low Risk,1.380854172596446,Low,2,High Value,Routine loyalty engagement and digital experience optimization
134161,0,54,Female,Single,Graduate,3,Business Owner,43139,Lower-Middle,$40K - $60K,Tier 1,Central,Mass,39,Referral,Lending,3,Salary,Blue,9219.81,0,1,3,1,12995.0,10682.0,-9.92,6,442.92,7,22,14,13,139,5315,82,0.738,0.708,2707.0,1329,1,0,1,0,1,0,1,1,0,1,4036,2849.0,0.329,0,1,34814.0,822.0,1,14.0,1,19,15,0.875,5,1,5.0,1,64.1,1,0.516,2,3,0,3,1,5,1,0,3.7,4,11,2,0,0,0,0,29,0,Low,Positive,2885,0.307,0.329,40670.0,34,0.2287,56.5,1,2,1,0,2,0,0,2,4,1,2,1,54.75,1.2,27.387654495559236,217.5,0.2287,1.3123453e-05,Low Risk,0.12099574177781505,Low,0,Digitally Loyal,Routine loyalty engagement and digital experience optimization
134162,0,38,Female,Single,Uneducated,0,Salaried,36151,Lower-Middle,Less than $40K,Tier 1,South,Affluent,36,Online,Savings Only,4,Savings,Blue,7739.61,0,0,90,1,11536.0,8669.0,6.95,6,397.58,4,11,8,3,42,4771,81,0.658,0.761,1679.0,0,0,0,1,1,0,0,1,0,0,0,1679,1763.0,0.0,1,1,65871.0,1512.0,0,58.0,0,21,11,0.846,18,3,3.1,0,52.2,1,0.779,1,2,0,2,2,7,0,0,5.0,0,9,0,1,3,1,0,99,0,Not Aware,Negative,3455,0.054,0.0,35325.0,32,0.5019,52.4,0,0,1,0,2,3,3,0,3,4,3,4,60.12,0.6,35.81694309939132,856.8000000000001,0.0,0.002024257,Low Risk,15.66696041589137,Low,0,Digitally Loyal,Routine loyalty engagement and digital experience optimization
134163,1,46,Male,Single,Uneducated,4,Homemaker,87219,Upper-Middle,$80K - $120K,Tier 2,Central,HNI,41,Online,Multi-Product,6,Savings,Gold,18093.18,1,0,256,1,2689.0,2672.0,29.85,3,165.75,2,20,4,7,102,1989,47,0.591,0.741,33412.0,1104,1,0,1,1,0,0,0,1,1,1,34516,1296.0,0.032,1,2,27636.0,867.0,1,51.8,0,9,9,0.939,27,1,,1,58.4,1,0.573,3,19,2,2,2,2,3,1,4.1,0,8,0,4,0,1,1,9,1,Medium,Negative,6454,0.04,0.0,8310.0,18,0.1193,56.6,2,0,3,1,2,1,0,1,3,2,3,3,57.980000000000004,3.3,58.8200737115117,1171.8,0.1193,0.995369,High Risk,18009.3907932508,High,3,Financially Stressed,Immediate relationship manager intervention with premium retention offer
134164,0,44,Male,Unknown,Unknown,2,Salaried,66966,Middle,$60K - $80K,Tier 2,South,HNI,39,Mobile App,Multi-Product,5,Savings,Blue,20524.72,1,1,12,1,35274.0,46929.0,1.96,3,194.75,10,14,7,5,92,2337,40,0.794,0.818,20569.0,1506,1,0,1,0,0,0,1,0,1,0,22075,1580.0,0.068,1,1,0.0,0.0,0,46.2,0,21,11,0.722,20,1,3.7,0,48.1,1,0.518,2,1,0,2,3,3,1,0,3.5,2,1,0,1,2,0,0,12,0,Low,Positive,5093,0.061,0.199,106643.0,32,0.0,38.8,1,2,2,1,3,3,3,1,2,2,3,2,48.24,1.2,49.647170064385556,1224.0,0.0,2.7980695e-05,Low Risk,0.5742959395065554,Low,1,Silent Risk,Routine loyalty engagement and digital experience optimization
134165,0,39,Female,Single,Graduate,1,Salaried,31238,Lower-Middle,Less than $40K,Tier 1,West,Mass,31,Branch,Savings Only,5,Savings,Blue,4350.93,1,2,56,0,4827.0,6665.0,-9.7,6,416.75,9,10,14,4,72,5001,82,0.768,0.822,1168.0,2222,1,0,1,0,0,0,1,1,0,0,3390,2115.0,0.655,1,3,0.0,0.0,0,29.2,0,21,13,0.757,13,2,4.8,1,59.5,1,0.727,1,10,0,2,1,0,1,0,2.8,35,4,1,2,0,0,0,96,0,Not Aware,Neutral,2755,0.583,0.533,15767.0,34,0.0,58.2,0,1,1,0,2,3,4,2,0,4,3,4,46.66,0.6,41.89187351923799,543.4,0.0,0.00068896054,Low Risk,2.9976190949301236,Low,0,Digitally Loyal,Routine loyalty engagement and digital experience optimization
